Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Learning Python with PyCharm (2017),"Learn Python programming with PyCharm, the cross-platform IDE that ""takes care of the routine."" Get your development environment set up correctly with instructor Bruce Van Horn's step-by-step guidance, and explore PyCharm's first-rate text editing tools. Learn how to improve your code quality with Lens Mode and Intentions, refactor and debug code, and perform unit testing with the PyCharm test runner. Then dive into working with SQL databases. Lastly, learn how to integrate Python with web projects that include HTML and JavaScript, and create a project with the Flask microframework.",Course,2019-03-05 12:56 UTC,N/A,false,N/A,
Product Management Insights,"<p>Looking to ramp up your skill set as a high-performing product manager? Get up and running today in this bootcamp-style course with LinkedIn product management experts Hari Srinivasan, Gyanda Sachdeva, and Damien Coullon. Join Hari, Gyanda, and Damien as they draw insights from their own experiences and give you a hands-on overview of some of the most crucial skills a PM needs to know to be successful at a large organization.</p><p>Learn how to perform at a high level—in any business context—and build products that resonate with your users and customers. Get tips for defining a problem statement, examining your audience and customer base, prioritizing problems in light of your customers’ and organization’s needs, driving feature growth, and dealing with conflict. Along the way, Hari, Gyanda, and Damien offer practical strategies for growth and success in a product ecosystem, attending to the unique considerations of both your enterprise and consumers, and communicating clearly and effectively with purpose.</p>",Course,2023-11-11 04:18 UTC,N/A,true,N/A,
Software Is Eating Your Car,"<p>In 2011, venture capitalist Marc Andreessen famously declared that “software is eating the world,” meaning it would quickly disrupt many traditional industries around the globe. But what about the automobile? Has software finally started eating your car as well?</p><p>Join Alex Koster, a managing director and senior partner at BCG, as he explains just how fundamentally software has begun to alter this major global industry, whose main product, the car, has changed relatively little over the last 100 years. Discover the new face of self-driving vehicles as a real-world case example, exploring how the cabins of the future will offer a more immersive experience for both riders and drivers alike. Find out why the rise of electric and self-driving cars can help to encourage cooperation between the auto and tech industries while also forcing cities to reimagine their streets, promote sustainability, and make long-term investments to enhance public space.</p><p>Note: This course was created by Boston Consulting Group. We are pleased to host this content in our library.</p>",Course,2024-07-11 07:32 UTC,N/A,false,N/A,
Developing Your Emotional Intelligence,"<p>Emotional intelligence can help you build strong relationships at work and respond to change effectively. Psychologist and author Dr. Gemma Leigh Roberts explains what emotional intelligence (EQ) is and why it's important. She helps you become more self-aware so that you can identify triggers that may hijack your performance. Gemma also helps you align your intentions and your impact so that you can build collaborative relationships. </p><p>
This course is part of these Professional Certificates:<br>
<ul>
<li><a href=""https://www.linkedin.com/learning/paths/becoming-a-manager-professional-certificate-by-linkedin-learning"">Becoming a Manager</a> from LinkedIn Learning.</li>
<li><a href=""https://www.linkedin.com/learning/paths/human-skills-for-managers-professional-certificate-by-linkedin-learning"" target=""_blank"">Human Skills for Managers</a> from LinkedIn Learning.</li>
<li><a href=""https://www.linkedin.com/learning/paths/professional-soft-skills-learning-pathway"" target=""_blank"">Professional Soft Skills Learning Pathway</a> from Microsoft.</li>
</ul></p>",Course,2023-06-24 17:14 UTC,N/A,true,N/A,
Breaking Free From Micromanagement,"<p>Strong leadership skills are foundational to a successful career—regardless of your role. An effective leadership approach is key for your team to reach its full potential. In this course, leadership professor Dr. Julia Milner from EDHEC Business School shares practical wisdom to help leaders recognize, handle, and prevent micromanaging in the workplace. Dr. Julia Milner is a renowned leadership expert with extensive experience in coaching and developing leaders. Find out how to recognize the underlying need for control and anxiety that often drives micromanaging behavior. Delve into the negative impacts of being micromanaged on mental health and productivity. Get started with universal principles such as recognizing micromanaging tendencies and developing strategies to prevent them. Explore techniques for handling micromanaging behavior effectively and promoting a healthier work environment. Plus, discover ways to create a supportive team culture that fosters trust and autonomy. </p>

<p>This course was created by Morra Aarons-Mele. We are pleased to host this training in our library.</p>",Course,2024-09-30 06:47 UTC,N/A,false,N/A,
Working with Difficult People,"<p>In every workplace, you're likely to encounter colleagues who are more difficult to work with than others. But before you rush to judgment, you should determine if and how you might be contributing to the situation, and what you can do to help.</p><p>In this course, join psychologist Dr. Emily Anhalt as she shows you how to navigate and communicate with people who you find challenging to deal with at work. Pause and reflect on your role in challenging work situations to uncover how empathy can help you work better with others. Emily shares strategies to respond to a wide variety of particularly challenging work situations, including with people whose behavior is negative, absent, competitive, and passive-aggressive. By the end of this course, you’ll be prepared with new skills and practical strategies to have an effective conversation with someone you find difficult to work with.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p>",Course,2024-08-11 05:54 UTC,N/A,false,N/A,
Business Analysis Foundations: Strategy Analysis,"Strategy analysis is one of the six major knowledge areas of business analysis, and practitioners must be able to incorporate strategy analysis practices into their work activities. In this course, instructor Laura Paton begins with the basics of strategy analysis, including the value and concepts. Next, Laura shows you how to start performing Strategy Analysis with four key tasks, starting with analyzing the current state environment. She covers strategies to elicit information from stakeholders, conduct a gap analysis, and identify risk. Laura also explains the solution options and financial measures that you can use to assess the viability of a proposed solution. Plus, she discusses techniques such as creating a business case to present your analysis to decision makers.",Course,2022-04-11 16:07 UTC,N/A,false,N/A,
Product Management First Steps,"<p>Behind every successful technology product lies the guiding hand of the product manager. Product managers are critical leaders who coordinate all aspects of product development, from making the business case to deciding when and if a product should be retired. In this course, principal staff instructor and former Adobe Principal Product Manager Doug (Rich) Winnie provides a comprehensive overview of product management and takes you through the six stages of the product life cycle (PLC): research, plan, build, release, refine, and retire. He also explains the day-to-day activities of a product manager, introduces you to the members of the product team, walks through interactive ways to help define your product, and outlines the skills a product manager needs to have to be successful. Whether you want to become a product manager or simply become a better member of a product team, this course will help you understand how a good process brings better products to life.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/aha-product-management-professional-certificate"" target=""_blank"">Professional Certificate</a> from Aha!.</p>",Course,2024-02-15 02:15 UTC,N/A,true,N/A,
Oracle Cloud Infrastructure Architect Associate,"<p>This course helps you prepare for the Oracle Cloud Infrastructure Architect Associate (1Z0-1072-23) certification by teaching you basic Oracle Cloud Infrastructure concepts. Explore various aspects of identity and access management (IAM), as well as setting up and securing a virtual cloud network. Find out how to establish a dynamic routing gateway, perform a DRG upgrade, set up a VPN, and use load balancers. Go over DNS management and other services, then deep dive into the many uses of the compute service. Step through the tools and techniques you need for object storage, block storage, and file storage. Cover the myriad uses of security, monitoring, and logging. Plus, get the details you need to prepare for the Oracle Cloud Infrastructure Architect Associate Certification.</p><p>Note: This course was created by Oracle University. We are pleased to host this training in our library.</p>",Course,2024-10-12 16:08 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:3377003,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:3377003,Course,2024-07-28 07:44 UTC,N/A,false,N/A,
AI Workshop: Advanced Chatbot Development,"<p>Businesses increasingly rely on AI-driven solutions to enhance customer interactions, streamline services, and stay competitive. In this rapidly evolving digital landscape, the ability to build and deploy sophisticated chatbots is crucial. This hands-on course empowers data scientists and ML engineers to leverage these cutting-edge tools and techniques, ensuring their organizations lead in delivering exceptional customer experiences.</p>

<p>Instructor Axel Sirota guides you in mastering the development and deployment of advanced chatbots and LLMs. Key objectives include understanding chatbot technologies and trends, using Hugging Face for development, and implementing chatbots with the OpenOrca dataset. Along the way, Axel covers advanced techniques to optimize performance and efficiency and provides hands-on experience deploying chatbots to Hugging Face Spaces with Gradio and to AWS ECS using Docker and Terraform.</p>

<i>Prerequisites</i>
<ul>
  <li>Familiarity with Python programming, as it's the primary language used in the course</li>
  <li>Some experience with machine learning concepts and methodologies</li>
  <li>Prior exposure to TensorFlow and Keras for model building and training</li>
  <li>Basic knowledge of AI and natural language processing (NLP) techniques</li>
</ul>",Course,2024-09-29 15:36 UTC,N/A,false,N/A,
Developing Leadership Presence,"Leadership presence isn’t about personality or genetics. You can learn to project strong self-confidence, clarity and credibility even under conditions of stress, pressure and uncertainty. In this course, John Ullmen, PhD, a professor from the UCLA Anderson School of Management, shares key research insights and step-by-step methods he uses to coach leaders around the world to develop leadership presence. He outlines the four key factors that drive leadership presence, and the specific actions to make them work for you. He also explains the difference between internal and external presence, and how to enhance both to increase your self-assurance and positive influence on others. He addresses how to do all of this without being fake or feeling inauthentic, but instead staying true to yourself and your values.",Course,2022-04-29 15:06 UTC,N/A,false,N/A,
Remote Work Foundations (2018),"When you unlock the power of remote work, you can ditch your commute, work where you focus best, and spend more time doing things you love, all while advancing your career. In this course, coach Mike Gutman from FlexJobs shows how to use today's cloud-based communication and collaboration tools to get work done from anywhere, while remaining connected to your organization. He reveals how you can create a productive work environment at home or around town by structuring your day correctly and avoiding distractions. He also explains how to build rapport with remote colleagues so you feel like you're part of the team and succeed in your remote career. Watch this course to learn how to work productively, when and where you want, and achieve the freedom and flexibility you need for a more balanced life. <br><br>Note: This course was featured in <i>Market Watch</i>, <i>Inc.</i>, <i>Fortune</i>, <i>Forbes</i>, and <i>Entrepreneur</i>.",Course,2021-04-13 18:01 UTC,N/A,false,N/A,
Python for Data Science Essential Training Part 1,"<i>Python for Data Science Essential Training</i> is one of the most popular data science courses at LinkedIn Learning. It has now been updated and expanded to two parts—for even more hands-on experience with Python. In this course, instructor Lillian Pierson takes you step by step through a practical data science project: a web scraper that downloads and analyzes data from the web. Along the way, she introduces techniques to clean, reformat, transform, and describe raw data; generate visualizations; remove outliers; perform simple data analysis; and generate interactive graphs using the Plotly library. You should walk away from this training with basic coding experience that you can take to your organization and quickly apply to your own custom data science projects.",Course,2022-03-03 03:50 UTC,N/A,false,N/A,
Nano Tips for Self-Motivation with Lorraine K. Lee,"<p>Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this installment, join keynote speaker, founder, and author Lorraine Lee as she offers insights and practical strategies on how to stay motivated at work by exploring goal setting and employing tactics to navigate  potential blockers to success.</p><p>Learn how to start boosting your everyday motivation, ensuring consistent progress towards your goals. Identify your motivators, set achievable goals, and develop strategies to overcome bad days, procrastination, and setbacks. Along the way, Lorraine covers the importance of maintaining your physical well-being, embracing positive affirmations, celebrating small wins, and cultivating a growth mindset. By the end of this course, you’ll also be prepared to avoid the comparison trap and stay focused on your long-term goals.</p>",Course,2025-03-09 17:42 UTC,N/A,false,N/A,
How to Build a Secret Circle of Mentors,"Mentors play a crucial role in our lives. There are many different types of mentors you’ll encounter in your careers, and each will help you succeed in different ways. This audio-only course, adapted from the <i>Modern Mentor</i> podcast, identifies six types of “secret” mentors—people who can teach you critical skills from afar. Join Rachel Cooke as she defines various types of mentors, shares how you can seek them out, and explores what they can do to benefit your personal and professional life.


<br><br>

This course was created by Macmillan Publishers. We are pleased to offer this training in our library.",Course,2022-10-26 18:17 UTC,N/A,false,N/A,
Corporate Finance for Non-Financial Managers,"No matter the kind of business you’re in—a cloud computing startup, a restaurant, an online craft store—knowing how to actively engage with the numbers associated with running a business is crucial. In addition to knowing the field and industry your business is in, you have to know how to make the business work, financially. In this course, Kay and Jim Stice offer an introduction to finance and accounting designed for people who don’t have a finance or accounting background. Learn about fixed and variable costs, weighted-average cost of capital, lines and credit, and other basic concepts that anyone who runs a business should know.",Course,2024-09-03 01:41 UTC,N/A,false,N/A,
Finance Foundations: Business Valuation,"Do you know the value of your business? Business valuation is critical when selling a small business, bringing on a partner, seeking additional debt or equity financing, establishing the share valuation in an initial public offering (IPO), or buying another company. In this course, accounting professors Jim and Kay Stice provide an introduction to the most important business valuation methods. They proceed from the valuation of individual assets and liabilities to the valuation of entire businesses. The course includes practice with simple valuation models, such as the use of multiples and price-to-earnings ratios, as well as the more complicated ""discounted cash flow"" valuation model. The final chapters include a fun and practical examination of the value of one very real business—McDonald's—and some parting words of advice.<br><br>

Make sure to check out the Stice brothers' other accounting and finance courses to understand the other economic factors that impact your business.",Course,2020-10-01 17:33 UTC,N/A,false,N/A,
Workforce Skill-Building with AI,"Learn how to use AI to help solve the challenge of organizational skill-building. By first recognizing the gap in skills needed by every organization to remain competitive,   Margie Meacham reveals how to use AI to help address some of these challenges, such as identifying the skills gap, mapping skills to roles, developing personalized learning plans, and how employees can develop power skills. Finally, Margie discusses bias in AI and how to mitigate it as well as leadership's role in fostering AI-driven organizational change.",Course,2025-03-24 03:23 UTC,N/A,true,N/A,
How to Fix Bad Agile,"More than 80% of software products are delivered using an agile mindset, but the reality is that there is a lot of bad agile. Many agile coaches will tell you that bad agile is only good agile unoptimized, so this course walks you through five ways to optimize your agile team and enhance key processes. This course shows you how to keep standups, retrospectives, and product reviews productive, as well as how to keep the processes stable while allowing room for improvement. Next, it offers tips to improve your estimation and planning, while staying focused on the purpose behind the user stories. This course teaches you how to engage product owners, democratize scrum masters, and transition successfully to a cross-functional team. It also explains how to appease milestone managers and make sure that the product owner maintains ownership of the product. Finally, this course covers how to collaborate with the rest of the organization and keep your team together.",Course,2021-12-30 18:16 UTC,N/A,false,N/A,
Building a Product from Scratch,"Do you have a billion-dollar idea for a business or product but don’t know where to start? Or maybe you’re a product manager tasked with the hefty responsibility of building a new product at your company and feeling lost? In this course, Silicon Valley entrepreneur and venture capitalist Charu Sharma teaches you how to build a product from scratch, step by step. Using both real-world and fictional examples, Charu takes you through the product development journey, from your initial vague idea for a product, to understanding your potential product-market fit, to building and testing a prototype, and aligning with key stakeholders. By the end of this course, you will be equipped with the knowledge and best practices to turn your product dreams into reality.",Course,2022-04-10 13:26 UTC,N/A,false,N/A,
Build with AI: Create a Context-Aware Multi-Agent System Using LLMs + MCP,"In this hands-on course, learn how to design and deploy a context-aware multiagent system using LLMs and Anthropic’s MCP. Instructor Lillian Pierson shows you how to build a working system that leverages the power of GPT-4o, Airtable, and n8n to automate structured tasks with persistent context and modular agents. Over the span of just two hours, you'll create two interoperable agents: one for generating content and another for quality assurance—both orchestrated through an MCP-aligned framework. Along the way, learn how to format context layers, structure task prompts, and evaluate outputs to ensure accuracy and brand consistency. Whether you're exploring AI automation, intelligent workflows, or scalable LLM systems, this course equips you with a powerful foundation of business-critical in-demand skills.",Course,2026-02-07 12:34 UTC,N/A,false,N/A,
Public Speaking for Non-Native English Speakers,"Speaking in public isn't easy for most people, and if English isn’t your first or second language, it might be even more challenging. Designed specifically for non-native English speakers, this course provides practical strategies and techniques to increase clarity and confidence when communicating in English. Executive communication coach and professor Dr. Peter Novak embraces linguistic and cultural diversity in the workplace. Instead of focusing on your accent, Dr. Novak encourages you to shift your efforts towards listener-friendly delivery and embrace your multilingual self. He covers strategies to identify and reduce accent bias, plus specific techniques to increase understandability and generate confidence. Dr. Novak presents a step-by-step guide on how to score a script for delivery, so you can focus on making a better connection with the audience. Strengthen your delivery and build your confidence with these easily integrated approaches to public speaking.
<br><br>
Note: This course was created by the Strictly Speaking Group. We are pleased to host this training in our library.",Course,2023-03-11 20:48 UTC,N/A,false,N/A,
Linux: Network Configuration,"Networking is a fundamental service on a Linux system. Though Linux is widespread, there are many methods of configuring network settings. In this course, instructor Scott Simpson demonstrates how to configure network settings on systems running a variety of Linux distributions. He goes over networking configuration basics like configuration management tools and network interfaces. Scott covers manual network configuration tools, such as ifconfig, the ip command, DHCP, and more. He explains how to configure networks using ifupdown, NetworkManager, Netplan, and systemd-networkd. Plus, Scott dives into hostnames, firewall configuration, and monitoring network port activity.",Course,2024-07-19 15:23 UTC,N/A,false,N/A,
SQL: Data Reporting and Analysis (2016),"Do you rely on IT to get you the data you need? Do you wish you could retrieve it yourself? <em>SQL for Data Reporting and Analysis</em> teaches you how to get the data you want by writing a bit of SQL code. You won't just be able to pull data out of the database; you'll be able to manipulate it: merging it, multiplying it, grouping it, and relabeling it to get just the report you want.<br><br>

Join Emma Saunders as she shows you how to design and write simple SQL queries for data reporting and analysis. Review the different types of SQL, and then learn how to filter, group, and sort data, using built-in SQL functions to format or calculate results. Learn a bit about data types and database design. Discover how to perform more complex queries, such as joining data together from different database tables. Last but not least, Emma shows how to save your queries as views, so you can run them again and again.",Course,2018-08-28 04:27 UTC,N/A,false,N/A,
Social Media for Enterprise Brands,"Elevate your enterprise brand with a cutting-edge social media strategy. In this course, Josh Hayes, a Social Media Marketing Expert, guides you through the process of planning and implementing a comprehensive social media strategy. Learn to develop a corporate social media strategy that your brand can leverage to create viral content that engages your audience. After this course, you will be ready to make your enterprise brand stand out.",Course,2025-01-25 17:21 UTC,N/A,false,N/A,
Generative AI for Sales and Services Professionals,"<p>Get a comprehensive examination of Generative AI and its specific applications within the Sales and Services sectors with expert Sam Mallikarjunan. In this course, you will gain an understanding of the foundational principles of Generative AI, its algorithms, and its potential in automating tasks, generating data-driven insights, and creating dynamic content. Go over detailed case studies that show you the transformative impact of Generative AI on customer interactions, sales methodologies, and service optimization.Plus, examine the ethical considerations and practical challenges of implementing Generative AI solutions in real-world scenarios.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/generative-ai-for-customer-service-with-microsoft-365-copilot-professional-certificate"" target=""_blank"">Professional Certificate</a> from Microsoft.</p>",Course,2024-08-18 17:28 UTC,N/A,false,N/A,
Data-Driven HR: AI-Powered People Analytics for Workforce Planning and Employee Experience,"<p>If you’re looking to improve how you attract, retain, and develop employees, people analytics can be one of the most compelling and effective ways to leverage the full power of data. In this course, instructor Serena Huang shows you how to use people analytics to optimize your talent acquisition and retention strategies.</p><p>Learn the basics of people analytics and data-driven human resource management. Find out how to get started navigating data quality, real-world applications, measurement approaches, securing executive buy-in, and the growing impact of new technology on people analytics in action. From talent acquisition to employee retention, diversity and inclusion, and strategic workforce planning, Serena teaches you how to take your data analytics skills to the next level with people. An ideal fit for HR specialists, data science specialists, business leaders, and entrepreneurs, this course prepares you to leverage some of the latest cutting-edge tools in data science.</p>",Course,N/A,N/A,true,N/A,
How to Perform Business Analysis in a Virtual Environment,"Taking your business analysis work from the office to a virtual space can seem like a big leap. But the skills you developed in your physical workplace can also help you excel in a virtual one. In this course, join instructor Jamie Champagne as she shows how to conduct analysis in virtual environments. Using practical examples, she explains how to tailor your analysis techniques and approaches to be successful in these new digital domains. Jamie walks through how to successfully plan, execute, and utilize outputs of valuable analysis techniques including process modeling, context modeling, brainstorming, prioritization, decision modeling, data modeling,  and virtual prototyping. Upon wrapping up this course, you'll have the knowledge you need to perform analysis when working in a remote or virtual environment with the same success as you would in person.",Course,2022-03-23 22:21 UTC,N/A,false,N/A,
Rhino: Modeling for 3D Printing,"Rhino is a powerful digital modeling tool for architects, engineers, and product designers. The surface modeling freedom Rhino allows can create complex designs that are not always the best for physical fabrication. To prepare a model for 3D printing, you need to create closed clean geometry. In this course, instructor Olivia Morgan covers good modeling techniques from start to finish, for 3D printing projects and other physical fabrication methods. She also offers tips you can use if anything goes wrong during the modeling process. These skills include boolean troubleshooting, repairing holes, and fixing “bad objects.” Finally, Olivia covers how to properly export your model for different 3D printers, using real world examples.",Course,2022-11-03 15:05 UTC,N/A,false,N/A,
Using AI to Improve Human Resources Practices,"Learning how to use AI in HR presents a once in a lifetime opportunity! In this course, Don Phin—an experienced keynote speaker, trainer, and author—provides you with practical and low-cost strategies for using AI to enhance your human resource practices. Dive into Chat-GPT and learn how to leverage its capabilities to transition from overwhelm to strategic HR value, all without breaking the bank. Find out how to integrate AI into traditional HR tasks. Explore the current impact of AI on HR and learn how to put AI to use in recruitment, talent management, and employee engagement.",Course,2025-03-24 02:55 UTC,N/A,true,N/A,
Nano Tips to Speak Up in Meetings with Shadé Zahrai,"Welcome to our <i>Nano Tips</i> series, where LinkedIn Learning creators deliver impactful lessons in literally seconds. In this course, behavioral strategist and peak performance educator for Fortune 500s Shadé Zahrai teaches you quick tips for speaking up in meetings and making your voice heard. Learn how to avoid mistakes that harm your credibility and influence, speak up when you can’t find your turn, contribute value with strategic questions, claim back credit for overlooked suggestions, and more.",Course,2025-07-07 14:16 UTC,N/A,false,N/A,
Building Infrastructure-as-Code (IaC) with Azure Bicep: Part 2,"This course is designed for cloud engineers, architects, and developers seeking to modernize their infrastructure management with Azure Bicep and builds on top of the lessons taught in <a href=""https://www.linkedin.com/learning/building-infrastructure-as-code-iac-with-azure-bicep-part-1/learning-azure-bicep?u=104""><i>Building Infrastructure-as-Code (IaC) with Azure Bicep: Part 1</i></a>. Join instructor and Microsoft MVP Elkhan Yusubov as he covers—through a series of demos—how to work with Azure tenant resources, automate infrastructure code deployment processes, and create reusable infrastructure code. Learn about best practices for code management via template specs, management of multiple environments with environment-driven deployments, securing your infrastructure code deployment process, and securing your Azure deployment environments.",Course,2025-01-01 14:21 UTC,N/A,false,N/A,
Technology for Product Managers,"Product managers must know technology basics. They need to have the vocabulary to speak to engineers, UX designers, and executives-and translate messages between these very different stakeholders. A product manager should know how the internet works, how front end differs from back end, what the major programming languages are, and why web and mobile developers are so in demand. This course provides an overview of the basics, including terminology and trends that will affect your work and collaboration with your team.<br><br>

Instructor Cole Mercer reviews the fundamental building blocks of modern software applications-from the web that connects all the working parts, to the data, users, and the build tools that developers use every day. He discusses the differences between desktop, web, and mobile development, and reviews the role of version control systems in deployment and release.",Course,2022-01-14 04:37 UTC,N/A,false,N/A,
SQL Essential Training (2014),"Whatever a database is being used for—websites, bookkeeping, sales and inventory, or even the lowly to-do list—it's still all about the data. Completely updated for 2014, <em>SQL Essential Training</em> is designed to help users understand the most common language for database wrangling, SQL. Beginning with a quick start introduction for those who want to start working with data immediately, instructor Bill Weinman teaches all the major features of SQL: creating tables; defining relationships; manipulating strings, numbers, and dates; using triggers to automate actions; and working with subselects and views. He offers a solid working knowledge of the language, and shows how to retrieve and manage data efficiently. The final chapter includes a real-world example of building a simple CRUD (Create, Read, Update, and Delete) application using SQL.",Course,2018-08-09 12:22 UTC,N/A,false,N/A,
Mastering Model Context Protocol (MCP),"Model Context Protocol (MCP) is trending as a must-know protocol for working with LLMs and tools. MCP was introduced in November 2024, and since then, it’s become the standard of most large LLM players, including OpenAI and Google, as well as many other enterprises. An ideal fit for data scientists, AI engineers, and ML engineers, this course covers the essential challenges of tool integration with LLMs, customizing settings, verifying server operation, and implementing security best practices. Along the way, instructor Jonathan Fernandes outlines key considerations such as resource registration, server configuration, debugging interactions, and using Docker for containerization.",Course,2026-03-15 14:50 UTC,N/A,false,N/A,
Agile Foundations,"<p>Teams that embrace an agile mindset are often better able to respond to customer feedback and shifting business needs—and have a bit more fun in the process. Interested in bringing the principles of agile to your team? This course can help. Join Doug Rose as he steps through the fundamental concepts you need to know to start thinking like an agile team. Doug goes over the values and principles covered in the agile manifesto, as well as how to enhance communication with user stories and cross-functional teams. Discover how to respond to change the agile way, explore popular agile frameworks, and learn about the common roles on an agile team. Along the way, Doug provides you with some exercises that can help boost your team's agility and productivity.</p><p>This course includes AI-powered Role Play. Role Play allows you to practice what you’ve learned in interactive simulations of real-world conversations.</p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/atlassian-agile-project-management-professional-certificate"" >Professional Certificate</a> from Atlassian.</p>",Course,2021-08-11 21:51 UTC,N/A,false,N/A,
Hands-On Data Science: 2 Sales Dashboard with Tableau,"If you’re interested in working in data or looking to advance in the field, you need a foundational knowledge of several key areas of data science. Not only that, you need to be able to demonstrate that knowledge. In this four-part series, Ben Sullins shows how to build four distinct data science projects using SQL, Tableau, Python, and Spark. In this second installment, Ben details the steps in building a sales dashboard with Tableau, the popular data visualization platform favored by organizations worldwide. Ben starts by breaking down the different aspects of Tableau, from working on a desktop, to sharing data over the web, to using the Tableau Public platform to publicly share your data visualizations. He then shows Tableau in action, looking at how it facilitates a deep dive into your data, before demonstrating how to build out an exploratory dashboard with your data. At the end of the course, you’ll be able to give a live demo of your data visualizations in Tableau Public on the web.
 <br><br>
Note: This course was created by Free the Data Academy. We are pleased to host this training in our library.",Course,2022-05-02 12:44 UTC,N/A,false,N/A,
Integrating Splunk with Microsoft Purview,"Integrating Splunk into Microsoft Purview can help you level up your data protection solutions. In this course, Microsoft Certified trainer and consultant Oluwaseun Adebayo shows you how. Gain an understanding of the requirements, process, and technique that you’ll need to integrate Splunk with Microsoft Purview, and then explore the benefits of integration. Find out how to centralize metadata and lineage information, building a comprehensive view of your data landscape. Learn how to extend data governance policies and requirements to your machine-generated data. Plus, go over best practices for integration and dive into practical use cases and demonstrations.",Course,2024-07-30 15:00 UTC,N/A,false,N/A,
Fundamentals of Agentic AI: Business Implications and Ethical Insights,"Looking to boost your understanding of agentic AI? This course was designed for you. Join instructor and AI expert Zach Kass as he explores the impact of agentic AI on businesses and teams, sharing real-world case studies and insights on practical applications, ethical considerations, and more. Discover how intelligent agents are designed, as well as their historical development, underlying mechanisms, and core functionalities. Along the way, Zack analyzes the current and future role of agentic AI in a wide variety of business roles across different organizational levels and industries. Upon completing this course, you’ll be equipped with a solid understanding of agentic AI and its potential applications across your organization.",Course,2025-03-12 01:49 UTC,N/A,false,N/A,
"Comparing AI Research Tools: ChatGPT, Claude, Gemini, and Perplexity","Generative AI has brought efficiency to many areas of work, but when it comes to research and data analysis, most users are barely scratching the surface. This practical, hands-on course explores AI tools such as ChatGPT, Claude, Gemini, and Perplexity, providing you with essential tools and knowledge to super-charge research and data analysis work. Instructor Ronnie Sheer delves into real-world business scenarios, exploring how LLM-powered search, data analysis, and data visualization can enhance efficiency and productivity. Ronnie also examines strategies for teams and organizations to harness the potential of GenAI in larger research endeavors, enabling organizations to streamline processes and make data-driven decisions more effectively.",Course,2025-03-10 18:59 UTC,N/A,false,N/A,
Enhancing Product Development with Custom ChatGPTs,"Do you want to take your product development to the next level? In this course, Ethan Cole, a technology leader and product expert, shares how to harness the power of AI to enhance your productivity and innovation. Learn to generate product ideas and implement custom GPTs in product development cycle from conception to execution. After this course, you'll be ready to implement GPTs into your product development workflows and achieve new heights.",Course,2025-03-06 07:18 UTC,N/A,false,N/A,
Applied AI: Getting Started with Hugging Face Transformers,"<p>Using pretrained transformers for natural language processing (NLP) has become extremely popular among ML engineers and data scientists. If you work in the field, or even have a role adjacent to it, you need to stay apace with the latest innovative tools. In this course, instructor Kumaran Ponnambalam shows you how to take your AI skills to the next level using the repository of pretrained transformers available on the Hugging Face platform.</p><p>Explore strategies to leverage transformers for various use cases to solve complex problems and deliver consistent, timely results. Kumaran shows you how to implement two simple NLP use cases—sentiment analysis and named entity recognition—utilizing pretrained transformers from Hugging Face and customizing them as you go. Upon completing this course, you’ll be prepared to apply your new AI skills to projects in your current or future role.</p>",Course,2024-08-02 17:51 UTC,N/A,false,N/A,
Marketing Foundations: Analytics (2021),"Do you want to learn how analytics can improve your marketing game? Marketing expert Matt Bailey explains what analytics is, what it can do, and how it will change your business. This foundational course is analytics without intimidation! Matt clearly shows how analytics are complementary to marketing strategy. Starting with organization objectives and building a marketing strategy, he shows how to align measurements to that strategy. This enables you to define the analytics you need, gather the right data, and apply analysis frameworks to reach insights. Then, Matt walks you through how to report what is important and essential to your managers or stakeholders. By the end of the course, you will have a better idea of what data is important to your business, how to turn the data into action, and how to report it in a language that is understandable to the executive team.",Course,2021-11-20 16:22 UTC,N/A,false,N/A,
Understanding Intersectionality,"Diversity, equity, and inclusion (DEI) initiatives are an important part of a healthy work environment. But DEI values only scratch the surface of this critical area—particularly since many people belong to more than one marginalized social group, including race, gender, sexuality, age, ability, and socioeconomic status, to name just a few. To truly understand the unique experience of the people you work with requires taking a deeper look, and this is where intersectionality comes in. Intersectionality is one of the more important topics in DEI, and in this course, GET PHLUID trainer and DEI expert Cory Wade explains the significance of intersectionality and how it manifests in professional settings. Join Cory as they illustrate how you can use intersectionality to promote equality in the workplace, covering topics like becoming intersectionality conscious, recognizing privilege and inequity, being an effective ally, promoting the incentives of intersectionality, and more.",Course,2025-02-21 12:19 UTC,N/A,false,N/A,
